RANGO ETARIO,NIVEL EDUCACIONAL,SEXO,ESTADO CIVIL,ACTIVIDAD,ESTADO ACTUAL,AÑO APERTURA TARJETA,CUPO MÁXIMO,PORCENTAJE DE USO DEL CUPO,VECES QUE COMPRA EN PROMEDIO AL AÑO,UNIDADES COMPRADAS DEL PRODUCTO A,UNIDADES COMPRADAS DEL PRODUCTO B,CANTIDAD HISTORICA DE ATRASOS EN PAGOS,COMPRA PRODUCTO EN PROMOCIÓN
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,6,2,5,0,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,6,9,2,15,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2006,"301,500",27.7%,9,5,2,24,NO
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,6,1,6,15,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SEPARADO,DEPENDIENTE,DEUDA DE 2 MESES,2014,"1,340,107",100.0%,5,6,9,4,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,6,1,9,8,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",16.1%,10,7,3,2,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,5,9,2,0,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,EMPRESARIO,SIN DEUDA,2009,"301,500",0.0%,7,3,4,3,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO, ,DEPENDIENTE,DEUDA DE 1 MES,2012,"301,500",9.1%,9,3,5,19,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO, ,SIN DEUDA,2005,"301,500",0.0%,5,6,2,7,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",23.1%,17,5,8,18,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"2,460,415",100.0%,9,8,1,19,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,8,8,10,5,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"301,500",65.7%,7,9,4,14,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,6,2,0,24,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",13.4%,10,5,4,13,NO
ENTRE 40 Y 50,ESTUDIANTE UNIVERSITARIO,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",27.9%,6,10,5,21,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",36.6%,10,6,3,6,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2014,"3,080,673",100.0%,15,9,2,17,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,7,7,6,2,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"767,613",100.0%,11,10,0,14,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,5,1,6,25,NO
ENTRE 30 Y 40,EDUC. MEDIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",100.0%,5,3,6,6,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,6,5,5,3,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,EMPRESARIO,SIN DEUDA,2014,"301,500",0.0%,5,0,2,19,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"689,711",100.0%,8,9,4,7,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"3,196,358",100.0%,10,1,6,6,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,2,1,18,NO
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO, ,SIN DEUDA,2006,"923,639",100.0%,18,4,2,20,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",63.4%,13,6,9,11,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,EMPRESARIO,SIN DEUDA,2012,"715,236",100.0%,24,8,3,20,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"617,177",100.0%,5,10,5,3,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,6,0,4,13,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,5,7,1,5,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO, ,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,5,9,7,7,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"5,231,031",100.0%,8,3,0,9,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2006,"436,301",100.0%,8,10,7,14,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2014,"301,500",25.2%,6,10,10,4,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2011,"489,859",100.0%,8,10,2,13,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,6,10,9,18,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,EMPRESARIO,SIN DEUDA,2008,"301,500",0.1%,7,9,9,16,SI
MENOR QUE 30,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,11,7,0,4,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",68.7%,8,3,2,5,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,CASADO, ,DEUDA DE 2 MESES,2006,"301,500",27.6%,6,7,0,19,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,6,8,9,20,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2006,"301,500",0.0%,5,9,2,13,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,5,6,6,6,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.2%,5,10,6,14,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"366,660",100.0%,22,5,6,25,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,6,10,13,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,5,1,4,9,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,4,3,22,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2007,"301,500",71.6%,8,9,1,21,SI
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,6,7,3,10,SI
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2012,"301,500",0.0%,5,7,5,12,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"2,752,580",100.0%,10,3,2,18,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,10,8,8,16,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",85.3%,8,3,7,0,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"2,682,795",100.0%,6,0,5,11,SI
MENOR QUE 30,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2011,"301,500",70.5%,6,5,1,23,NO
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,MASCULINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2012,"301,500",0.0%,7,6,1,9,SI
MENOR QUE 30,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,6,10,8,10,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2006,"301,500",0.0%,5,1,5,14,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",13.4%,5,9,10,4,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",46.0%,9,7,6,16,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"408,062",100.0%,9,5,0,2,SI
MAYOR QUE 50,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,6,7,8,NO
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2010,"301,500",39.9%,10,4,5,14,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,5,7,5,8,NO
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",28.8%,5,9,3,19,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,1,9,6,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,7,8,6,13,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,9,6,2,16,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO, ,DEPENDIENTE,SIN DEUDA,2006,"301,500",22.8%,5,5,7,4,SI
ENTRE 40 Y 50,ESTUDIANTE UNIVERSITARIO,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,9,10,8,3,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"2,409,534",100.0%,15,9,8,4,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,5,7,5,4,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"1,200,294",100.0%,7,1,5,21,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",50.0%,10,4,2,10,NO
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2009,"301,500",0.0%,6,1,1,11,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,ESTUDIANTE,DEUDA DE 1 MES,2013,"398,487",100.0%,7,5,1,20,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",61.3%,13,5,9,21,SI
MAYOR QUE 50,ESTUDIANTE UNIVERSITARIO,FEMENINO, ,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,7,3,9,25,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,ESTUDIANTE,DEUDA DE 2 MESES,2012,"301,500",0.0%,19,8,1,17,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",100.0%,10,6,2,19,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,6,3,3,22,SI
MAYOR QUE 50,ESTUDIANTE UNIVERSITARIO,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,6,4,7,1,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",3.8%,6,3,3,14,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO, ,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,7,0,3,17,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"1,264,141",100.0%,8,8,0,4,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO, ,DEPENDIENTE,DEUDA DE 2 MESES,2008,"301,500",34.1%,8,10,4,22,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,7,0,2,12,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,5,1,1,2,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,7,3,1,20,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,5,2,7,14,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",9.0%,7,7,7,17,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"2,194,160",100.0%,14,0,1,19,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,6,4,23,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",12.3%,9,0,10,24,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,VIUDO, ,SIN DEUDA,2005,"301,500",22.8%,5,5,3,22,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO, ,DEPENDIENTE,DEUDA DE 1 MES,2005,"301,500",0.0%,6,6,5,3,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,6,3,7,10,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,6,6,5,11,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,0,2,7,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,5,8,6,16,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,VIUDO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,6,1,4,2,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2010,"1,409,332",100.0%,7,2,9,22,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO, ,SIN DEUDA,2006,"301,500",55.5%,7,0,8,18,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SEPARADO, ,DEUDA DE 1 MES,2005,"301,500",100.0%,9,6,5,23,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,5,6,5,16,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"368,626",100.0%,6,10,3,24,NO
MAYOR QUE 50,EDUC. MEDIA,MASCULINO,CASADO,EMPRESARIO,DEUDA DE 2 MESES,2010,"301,500",0.0%,5,4,6,16,NO
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,5,6,3,6,SI
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2005,"548,248",100.0%,7,1,8,1,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",10.0%,6,7,2,17,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,5,1,2,16,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",74.7%,5,3,9,1,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"2,101,889",100.0%,29,2,1,10,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,8,5,13,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,3,1,8,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,7,10,8,18,SI
MAYOR QUE 50,ESTUDIANTE UNIVERSITARIO,MASCULINO, ,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,5,5,0,22,NO
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2014,"301,500",0.0%,6,9,3,3,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2011,"629,001",100.0%,11,5,8,17,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO, ,DEPENDIENTE,SIN DEUDA,2011,"301,500",100.0%,9,10,3,22,NO
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,6,0,1,14,SI
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2014,"301,500",0.0%,6,2,6,2,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,6,8,2,10,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,VIUDO, ,SIN DEUDA,2010,"301,500",0.0%,6,10,9,6,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,6,2,0,1,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.7%,5,9,5,8,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2014,"301,500",0.0%,9,8,6,16,SI
MAYOR QUE 50,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,6,2,0,6,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO, ,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,6,10,6,0,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,7,3,6,20,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,8,8,3,SI
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2006,"301,500",0.1%,8,1,7,3,SI
MAYOR QUE 50,EDUC. MEDIA,MASCULINO,SOLTERO,EMPRESARIO,SIN DEUDA,2008,"1,337,569",100.0%,6,8,6,4,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,9,2,19,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"1,056,233",100.0%,8,5,3,16,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,7,7,8,18,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",26.3%,8,8,5,18,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,EMPRESARIO,SIN DEUDA,2007,"1,290,571",100.0%,8,1,7,15,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,EMPRESARIO,SIN DEUDA,2010,"301,500",0.0%,5,9,6,20,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,5,9,9,21,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO, ,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,8,7,8,23,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.1%,7,8,0,12,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,6,4,5,13,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,EMPRESARIO,SIN DEUDA,2011,"558,239",100.0%,8,8,5,15,NO
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,3,3,18,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,8,4,0,7,SI
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,6,2,10,11,NO
MENOR QUE 30,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,ESTUDIANTE,DEUDA DE 1 MES,2012,"301,500",8.6%,12,5,9,6,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2010,"301,500",20.0%,5,2,1,17,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,5,9,7,14,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,6,6,6,24,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",25.6%,6,7,2,14,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,5,6,5,20,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2011,"301,500",38.3%,5,2,2,13,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,9,9,9,0,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"2,715,231",100.0%,14,8,1,23,NO
MAYOR QUE 50,EDUC. MEDIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,5,10,6,6,SI
